FinalName,FullName,Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,Score
nelson guilbe,nelson alberto guilbe morales,nelson alberto guilbe morales,m,PUR,2023-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,13.5
nelson guilbe,nelson guilbe,nelson guilbe,m,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,25.0,10.0
nelson morales,nelson guilbe morales,nelson guilbe morales,m,PUR,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",PH,3.0,14.133
nelson morales,nelson guilbe morales,nelson guilbe morales,m,PUR,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,4.0,13.866
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,22.0,13.233
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,10.0,13.233
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,16.0,14.033
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,10.0,14.0
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,44.0,12.866
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,92.0,12.366
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,83.0,12.0
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,18.0,14.366
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,14.0,14.366
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,13.366
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,22.0,12.633
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",VT1,13.0,14.466
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,25.0,13.332999999999998
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",HB,72.0,10.633
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PB,43.0,12.866
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PH,59.0,11.633
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",SR,80.0,10.566
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,25.0,14.033
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,9.0,14.033
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,73.0,13.4
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,43.0,13.3
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,39.0,14.3
neofytos kyriakou,neofytos kyriakou,neofytos kyriakou,m,CYP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,18.0,14.3
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,86.0,12.433
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,10.0,13.8
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,10.0,13.4
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,9.0,14.4
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,10.0,14.066
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,105.0,10.5
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,23.0,13.666
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,6.0,13.633
nestor abad,nestor abad,nestor abad,m,ESP,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,36.0,14.1
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,13.0,13.8
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,48.0,13.4
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,10.0,13.433
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,48.0,13.166
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,13.133
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,12.0,14.2
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,26.0,14.3
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,21.0,11.266
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,12.766
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,11.633
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,12.0,13.233
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,90.0,12.566
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,13.8
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,20.0,13.733
nestor abad,nestor abad,nestor abad,m,ESP,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,97.0,13.5
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,24.0,12.633
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94.0,12.5
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,9.0,13.4
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",HB,4.0,13.666
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,5.0,13.733
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,10.0,13.833
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,23.0,13.9
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,12.0,13.0
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,28.0,13.233
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,17.0,13.766
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,13.666
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,22.0,13.0
nestor abad,nestor abad,nestor abad,m,ESP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,69.0,13.7
nestor abad,nestor abad,nestor abad,m,ESP,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,13.8
nestor abad,nestor abad,nestor abad,m,ESP,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,13.65
nestor abad,nestor abad,nestor abad,m,ESP,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,12.0
nestor abad,nestor abad,nestor abad,m,ESP,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,14.05
nestor abad,nestor abad,nestor abad,m,ESP,2023-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,14.0
nestor abad,nestor abad,nestor abad,m,ESP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,21.0,14.166
nestor abad,nestor abad,nestor abad,m,ESP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,66.0,13.033
nestor abad,nestor abad,nestor abad,m,ESP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,59.0,13.8
nestor abad,nestor abad,nestor abad,m,ESP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,58.0,13.1
nestor abad,nestor abad,nestor abad,m,ESP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,33.0,13.6
nestor abad,nestor abad,nestor abad,m,ESP,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,126.0,13.2
ng chen,ng chun chen,ng chun chen,m,MAS,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,43.0,11.7
ng chen,ng chun chen,ng chun chen,m,MAS,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,HB,44.0,11.266
ng chen,ng chun chen,ng chun chen,m,MAS,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,28.0,13.0
ng chen,ng chun chen,ng chun chen,m,MAS,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PH,42.0,11.533
ng chen,ng chun chen,ng chun chen,m,MAS,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,35.0,12.333
ngoc thien,ngoc xuan thien dang,ngoc xuan thien dang,m,VIE,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,22.0,12.966
ngoc thien,ngoc xuan thien dang,ngoc xuan thien dang,m,VIE,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",PH,32.0,12.433
ngoc thien,ngoc xuan thien dang,ngoc xuan thien dang,m,VIE,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,19.0,13.1
ngoc thien,ngoc xuan thien dang,ngoc xuan thien dang,m,VIE,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,36.0,11.1
ngoc thien,ngoc xuan thien dang,ngoc xuan thien dang,m,VIE,2023-09-29,HANGZHOU 2022 19th Asian Games,final,"Hangzhou, China",PH,5.0,14.766
ngoc thien,ngoc xuan thien dang,ngoc xuan thien dang,m,VIE,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PH,7.0,14.233
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,21.0,11.533
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,23.0,10.9
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",UB,18.0,11.8
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",BB,33.0,9.633
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,31.0,10.933
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,38.0,11.1
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2023-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,20.0,11.633
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",BB,23.0,11.5
nhu pham,nhu phuong pham,nhu phuong pham,w,VIE,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",FX,25.0,11.633
niall hooton,niall hooton,niall hooton,m,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,86.0,12.666
niall hooton,niall hooton,niall hooton,m,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,107.0,11.533
niall hooton,niall hooton,niall hooton,m,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,113.0,10.8
niall hooton,niall hooton,niall hooton,m,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,127.0,10.3
niall hooton,niall hooton,niall hooton,m,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,123.0,11.533
niall hooton,niall hooton,niall hooton,m,IRL,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,71.0,13.7
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",FX,45.0,11.2
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",SR,31.0,6.7
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2022-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",VT1,9.0,14.45
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",FX,7.0,12.7
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,6.0,14.266
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",HB,17.0,13.533
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",SR,51.0,12.6
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",VT1,4.0,14.333
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,11.0,14.433
niccolo vannucchi,niccolo vannucchi,niccolo vannucchi,m,ITA,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,4.0,14.433
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,22.0,12.866
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,27.0,12.8
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,108.0,12.033
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,56.0,12.666
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,22.0,13.433
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,107.0,12.8
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,120.0,11.9
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,85.0,13.2
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,63.0,13.066
nicholas tarca,nicholas tarca,nicholas tarca,m,ROU,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,136.0,12.866
nick klessing,nick klessing,nick klessing,m,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,104.0,12.266
nick klessing,nick klessing,nick klessing,m,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,45.0,13.266
nick klessing,nick klessing,nick klessing,m,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,23.0,14.266
nick klessing,nick klessing,nick klessing,m,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,13.0,14.266
nick klessing,nick klessing,nick klessing,m,GER,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,124.0,12.233
nick klessing,nick klessing,nick klessing,m,GER,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,14.1
nick klessing,nick klessing,nick klessing,m,GER,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,26.0,13.733
nick klessing,nick klessing,nick klessing,m,GER,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,13.866
nick klessing,nick klessing,nick klessing,m,GER,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,12.966
nick klessing,nick klessing,nick klessing,m,GER,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,21.0,14.433
nick yeatts,nick yeatts,nick yeatts,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,51.0,12.0
nick yeatts,nick yeatts,nick yeatts,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,46.0,11.9
nick yeatts,nick yeatts,nick yeatts,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,33.0,13.15
nick yeatts,nick yeatts,nick yeatts,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,63.0,9.9
nick yeatts,nick yeatts,nick yeatts,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,48.0,12.15
nick yeatts,nick yeatts,nick yeatts,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,37.0,13.7
nicky franz,nicky franz,nicky franz,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,38.0,12.7
nicky franz,nicky franz,nicky franz,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,41.0,11.75
nicky franz,nicky franz,nicky franz,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,47.0,12.2
nicky franz,nicky franz,nicky franz,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,52.0,13.4
nico den,nico van den boogaard,nico van den boogaard,m,NED,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,31.0,13.466
nico den,nico van den boogaard,nico van den boogaard,m,NED,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,20.0,11.1
nico den,nico van den boogaard,nico van den boogaard,m,NED,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,19.0,10.65
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",FX,4.0,14.3
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,1.0,14.5
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,5.0,14.5
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,36.0,13.266
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,20.0,12.666
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,39.0,13.633
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,19.0,13.733
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,20.0,13.566
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,13.0,13.366
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,68.0,12.833
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,12.0,14.3
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,5.0,14.5
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",FX,5.0,14.233
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,8.0,14.433
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,14.333
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,32.0,14.1
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PB,,13.866
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,78.0,12.266
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,12.766
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,68.0,12.833
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,14.6
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,9.0,14.6
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",FX,4.0,13.433
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,4.0,13.966
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,23.0,13.0
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",VT1,5.0,14.666
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,5.0,14.733
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,10.0,14.4
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,14.033
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,68.0,12.933
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,13.133
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,14.566
nicola bartolini,nicola bartolini,nicola bartolini,m,ITA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,9.0,14.666
nicola cuyle,nicola cuyle,nicola cuyle,m,BEL,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,71.0,12.733
nicola cuyle,nicola cuyle,nicola cuyle,m,BEL,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,82.0,12.233
nicola cuyle,nicola cuyle,nicola cuyle,m,BEL,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,60.0,13.033
nicola cuyle,nicola cuyle,nicola cuyle,m,BEL,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,48.0,12.9
